Short Link,Video Title
https://www.youtube.com/shorts/i137cLhGjn4,Oussama est épuisé intellectuellement #oussamaammar #mental #challenge
https://www.youtube.com/shorts/d6wYGxP1jeE,La culture du date #oussamaamar #usa #culture
https://www.youtube.com/shorts/mLiGkeeP90g,Il est important de s'excuser #oussamaammar #podcast #cérémonie
https://www.youtube.com/shorts/BX1RcFfv0jo,L'amour et l'argent #oussamaammar #amour #argent
https://www.youtube.com/shorts/5k2k91DkGmY,Le temps c'est de l'argent #oussamaammar #argent #réussite
https://www.youtube.com/shorts/ODx2vKZ_1Kk,Jeff Bezos et ses enfants #oussamaammar #podcast #jeffbezos
https://www.youtube.com/shorts/xfd5yoChYmQ,L'éducation des enfants #oussamaammar #éducation #podcast
https://www.youtube.com/shorts/CzEz8mWoasU,L'ia peut faire peur #oussamaammar #ia #podcast
https://www.youtube.com/shorts/I5vOXFQYJPo,L'école la plus chère de Dubaï #oussamaammar #thibaultgarcia #argent #dubaï
https://www.youtube.com/shorts/TnT4q9dE1g8,Le gars qui a fait fuiter le nouveau trailer GTA #oussamaammar #gta #storytelling
https://www.youtube.com/shorts/kEoJjuHm1HM,"Macron, surcoté ou sous-coté ? #oussamaammar #politique #mentalité"
https://www.youtube.com/shorts/kckd1lCFD6s,Les gens doués #oussamaammar #podcast #thibaultgarcia
https://www.youtube.com/shorts/Lgwu_sERfn4,Le concept de Mr Beast #oussamaammar #youtube #podcast
https://www.youtube.com/shorts/YCz-W-UDmL8,Les meilleurs hackers au monde #oussamaammar #dashlane #hacker
https://www.youtube.com/shorts/imFemq2i1xA,Le plus beau moment de scène d'Oussama #oussamaammar #fourire #podcast
